"size","sim","serie","p1","p2","p3"
100,37,"x7",2,1,0
100,37,"x8",19,3,2
100,37,"x9",2,1,0
100,37,"x10",24,8,4
100,37,"x11",24,12,0
100,37,"x12",22,20,9
100,37,"x13",1,0,0
100,37,"x14",4,3,1
100,38,"x1",5,2,1
100,38,"x2",5,3,1
100,38,"x3",3,2,1
100,38,"x4",12,0,0
100,38,"x5",1,0,0
100,38,"x6",1,0,0
100,38,"x7",4,1,0
100,38,"x8",2,1,0
100,38,"x9",8,6,1
100,38,"x10",26,7,6
100,38,"x11",12,0,0
100,38,"x12",2,1,0
100,38,"x13",2,1,0
100,38,"x14",3,1,0
100,39,"x1",14,10,5
100,39,"x2",16,10,3
100,39,"x3",2,1,0
100,39,"x4",1,0,0
100,39,"x5",18,4,0
100,39,"x6",1,0,0
100,39,"x7",6,1,0
100,39,"x8",21,20,3
100,39,"x9",15,12,8
100,39,"x10",24,11,7
100,39,"x11",12,0,0
100,39,"x12",2,1,0
100,39,"x13",1,0,0
100,39,"x14",21,12,1
100,40,"x1",4,3,1
100,40,"x2",27,12,9
100,40,"x3",3,2,1
100,40,"x4",0,0,0
100,40,"x5",0,0,0
100,40,"x6",4,1,0
100,40,"x7",2,1,0
100,40,"x8",2,1,0
100,40,"x9",23,18,2
100,40,"x10",23,13,7
100,40,"x11",14,12,6
100,40,"x12",14,10,2
100,40,"x13",1,0,0
100,40,"x14",7,3,1
100,41,"x1",4,1,0
100,41,"x2",6,3,1
100,41,"x3",2,1,0
100,41,"x4",1,0,0
100,41,"x5",4,2,1
100,41,"x6",21,3,1
100,41,"x7",15,2,1
100,41,"x8",3,2,1
100,41,"x9",12,11,2
100,41,"x10",15,10,8
100,41,"x11",24,0,0
100,41,"x12",3,2,1
100,41,"x13",1,0,0
100,41,"x14",3,1,0
100,42,"x1",5,4,3
100,42,"x2",8,6,5
100,42,"x3",4,3,2
100,42,"x4",2,0,0
100,42,"x5",15,8,4
100,42,"x6",3,2,0
100,42,"x7",23,2,1
100,42,"x8",19,3,2
100,42,"x9",9,2,1
100,42,"x10",15,9,4
100,42,"x11",24,2,0
100,42,"x12",5,2,1
100,42,"x13",2,1,0
100,42,"x14",25,3,1
100,43,"x1",4,3,1
100,43,"x2",1,0,0
100,43,"x3",4,3,2
100,43,"x4",0,0,0
100,43,"x5",0,0,0
100,43,"x6",1,0,0
100,43,"x7",5,1,0
100,43,"x8",14,3,2
100,43,"x9",12,10,1
100,43,"x10",11,8,2
100,43,"x11",0,0,0
100,43,"x12",25,11,2
100,43,"x13",5,2,1
100,43,"x14",5,3,1
100,44,"x1",11,4,3
100,44,"x2",5,1,0
100,44,"x3",2,1,0
100,44,"x4",1,0,0
100,44,"x5",4,2,0
100,44,"x6",1,0,0
100,44,"x7",2,1,0
100,44,"x8",4,2,1
100,44,"x9",18,12,2
100,44,"x10",19,9,5
100,44,"x11",12,1,0
100,44,"x12",4,2,1
100,44,"x13",1,0,0
100,44,"x14",29,3,1
100,45,"x1",14,4,3
100,45,"x2",3,2,1
100,45,"x3",17,3,2
100,45,"x4",0,0,0
100,45,"x5",4,2,0
100,45,"x6",3,0,0
100,45,"x7",28,1,0
100,45,"x8",29,14,9
100,45,"x9",2,1,0
100,45,"x10",21,17,15
100,45,"x11",12,0,0
100,45,"x12",5,2,1
100,45,"x13",1,0,0
100,45,"x14",3,2,1
100,46,"x1",4,3,2
100,46,"x2",6,1,0
100,46,"x3",3,2,1
100,46,"x4",1,0,0
100,46,"x5",0,0,0
100,46,"x6",1,0,0
100,46,"x7",2,1,0
100,46,"x8",18,6,3
100,46,"x9",13,1,0
100,46,"x10",22,18,10
100,46,"x11",24,0,0
100,46,"x12",2,1,0
100,46,"x13",1,0,0
100,46,"x14",3,1,0
100,47,"x1",24,1,0
100,47,"x2",3,1,0
100,47,"x3",2,1,0
100,47,"x4",2,0,0
100,47,"x5",4,0,0
100,47,"x6",2,0,0
100,47,"x7",3,2,1
100,47,"x8",4,2,1
