"size","sim","serie","p1","p2","p3"
100,62,"x8",28,26,14
100,62,"x9",28,13,11
100,62,"x10",29,28,23
100,62,"x11",29,23,17
100,62,"x12",26,23,18
100,62,"x13",26,11,1
100,62,"x14",28,22,20
100,63,"x1",4,0,0
100,63,"x2",29,25,21
100,63,"x3",28,24,23
100,63,"x4",8,0,0
100,63,"x5",22,12,4
100,63,"x6",10,2,0
100,63,"x7",25,0,0
100,63,"x8",27,14,1
100,63,"x9",29,16,11
100,63,"x10",23,16,15
100,63,"x11",11,10,8
100,63,"x12",29,26,14
100,63,"x13",28,18,17
100,63,"x14",28,7,2
100,64,"x1",28,14,2
100,64,"x2",21,17,0
100,64,"x3",29,28,27
100,64,"x4",29,12,0
100,64,"x5",11,5,3
100,64,"x6",28,22,20
100,64,"x7",24,0,0
100,64,"x8",29,26,2
100,64,"x9",19,15,11
100,64,"x10",23,15,8
100,64,"x11",29,19,17
100,64,"x12",1,0,0
100,64,"x13",26,23,17
100,64,"x14",29,28,15
100,65,"x1",19,18,17
100,65,"x2",21,14,11
100,65,"x3",17,7,6
100,65,"x4",20,14,8
100,65,"x5",12,0,0
100,65,"x6",29,16,11
100,65,"x7",28,1,0
100,65,"x8",29,28,19
100,65,"x9",16,11,0
100,65,"x10",25,13,11
100,65,"x11",29,12,0
100,65,"x12",27,20,9
100,65,"x13",3,1,0
100,65,"x14",25,2,0
100,66,"x1",28,26,24
100,66,"x2",29,27,24
100,66,"x3",24,8,2
100,66,"x4",27,25,23
100,66,"x5",22,21,20
100,66,"x6",29,11,3
100,66,"x7",24,17,11
100,66,"x8",15,1,0
100,66,"x9",27,4,3
100,66,"x10",26,6,4
100,66,"x11",20,18,12
100,66,"x12",27,23,5
100,66,"x13",29,19,11
100,66,"x14",10,2,0
100,67,"x1",14,0,0
100,67,"x2",27,2,0
100,67,"x3",17,16,2
100,67,"x4",28,26,20
100,67,"x5",29,26,12
100,67,"x6",29,26,24
100,67,"x7",23,1,0
100,67,"x8",26,24,7
100,67,"x9",26,14,11
100,67,"x10",26,23,14
100,67,"x11",26,11,0
100,67,"x12",27,20,12
100,67,"x13",26,3,1
100,67,"x14",25,2,0
100,68,"x1",23,9,4
100,68,"x2",29,28,27
100,68,"x3",16,2,1
100,68,"x4",24,23,17
100,68,"x5",5,0,0
100,68,"x6",28,14,3
100,68,"x7",28,16,7
100,68,"x8",27,1,0
100,68,"x9",23,19,12
100,68,"x10",29,23,19
100,68,"x11",0,0,0
100,68,"x12",14,11,2
100,68,"x13",26,18,1
100,68,"x14",28,2,0
100,69,"x1",25,20,7
100,69,"x2",28,27,25
100,69,"x3",24,23,22
100,69,"x4",27,11,0
100,69,"x5",28,24,17
100,69,"x6",29,27,23
100,69,"x7",29,27,25
100,69,"x8",27,26,24
100,69,"x9",23,17,13
100,69,"x10",29,22,19
100,69,"x11",0,0,0
100,69,"x12",29,9,3
100,69,"x13",28,19,5
100,69,"x14",27,14,2
100,70,"x1",20,5,3
100,70,"x2",29,19,4
100,70,"x3",26,24,2
100,70,"x4",26,2,0
100,70,"x5",24,11,3
100,70,"x6",25,3,0
100,70,"x7",7,1,0
100,70,"x8",15,1,0
100,70,"x9",25,23,10
100,70,"x10",28,27,23
100,70,"x11",26,10,9
100,70,"x12",28,26,1
100,70,"x13",23,0,0
100,70,"x14",25,7,2
100,71,"x1",29,28,7
100,71,"x2",22,2,1
100,71,"x3",29,28,27
100,71,"x4",2,0,0
100,71,"x5",26,25,18
100,71,"x6",27,25,13
100,71,"x7",27,26,21
100,71,"x8",26,23,7
100,71,"x9",28,26,25
100,71,"x10",24,18,17
100,71,"x11",26,22,21
100,71,"x12",23,20,13
100,71,"x13",29,25,1
100,71,"x14",16,2,1
