"size","sim","serie","p1","p2","p3"
100,52,"x4",29,24,21
100,52,"x5",27,11,3
100,52,"x6",20,10,3
100,52,"x7",20,18,16
100,52,"x8",29,15,1
100,52,"x9",23,21,11
100,52,"x10",23,19,9
100,52,"x11",23,0,0
100,52,"x12",21,20,6
100,52,"x13",25,9,1
100,52,"x14",8,2,0
100,53,"x1",29,28,27
100,53,"x2",23,2,0
100,53,"x3",24,21,12
100,53,"x4",27,16,15
100,53,"x5",28,17,3
100,53,"x6",13,0,0
100,53,"x7",13,0,0
100,53,"x8",29,20,18
100,53,"x9",14,1,0
100,53,"x10",24,21,18
100,53,"x11",23,0,0
100,53,"x12",17,1,0
100,53,"x13",21,9,5
100,53,"x14",28,10,2
100,54,"x1",29,22,3
100,54,"x2",17,3,0
100,54,"x3",28,24,2
100,54,"x4",28,26,15
100,54,"x5",22,6,5
100,54,"x6",25,2,0
100,54,"x7",27,9,3
100,54,"x8",29,26,23
100,54,"x9",12,10,1
100,54,"x10",12,8,1
100,54,"x11",19,11,0
100,54,"x12",10,1,0
100,54,"x13",4,2,0
100,54,"x14",26,25,24
100,55,"x1",28,1,0
100,55,"x2",27,25,21
100,55,"x3",17,14,2
100,55,"x4",29,23,9
100,55,"x5",29,25,12
100,55,"x6",22,7,4
100,55,"x7",28,25,19
100,55,"x8",27,26,1
100,55,"x9",24,22,11
100,55,"x10",23,22,11
100,55,"x11",25,16,13
100,55,"x12",20,16,15
100,55,"x13",3,1,0
100,55,"x14",29,28,2
100,56,"x1",3,1,0
100,56,"x2",14,0,0
100,56,"x3",29,24,21
100,56,"x4",1,0,0
100,56,"x5",26,0,0
100,56,"x6",22,18,17
100,56,"x7",29,0,0
100,56,"x8",19,1,0
100,56,"x9",25,24,5
100,56,"x10",24,23,14
100,56,"x11",26,24,11
100,56,"x12",29,23,19
100,56,"x13",13,8,3
100,56,"x14",28,26,25
100,57,"x1",26,15,3
100,57,"x2",29,11,2
100,57,"x3",15,12,10
100,57,"x4",27,17,0
100,57,"x5",29,5,3
100,57,"x6",12,9,2
100,57,"x7",26,23,19
100,57,"x8",18,12,1
100,57,"x9",17,9,5
100,57,"x10",25,17,9
100,57,"x11",29,23,12
100,57,"x12",27,18,17
100,57,"x13",23,20,3
100,57,"x14",22,9,2
100,58,"x1",29,28,26
100,58,"x2",6,2,0
100,58,"x3",29,28,25
100,58,"x4",13,9,0
100,58,"x5",28,23,19
100,58,"x6",29,28,20
100,58,"x7",1,0,0
100,58,"x8",27,22,1
100,58,"x9",11,6,1
100,58,"x10",29,28,23
100,58,"x11",27,23,7
100,58,"x12",1,0,0
100,58,"x13",21,19,2
100,58,"x14",18,17,3
100,59,"x1",27,23,0
100,59,"x2",20,11,3
100,59,"x3",15,13,2
100,59,"x4",29,28,26
100,59,"x5",25,23,22
100,59,"x6",16,2,0
100,59,"x7",21,20,18
100,59,"x8",29,1,0
100,59,"x9",26,14,12
100,59,"x10",28,22,15
100,59,"x11",29,23,20
100,59,"x12",22,16,12
100,59,"x13",29,20,7
100,59,"x14",22,7,2
100,60,"x1",23,15,8
100,60,"x2",24,3,1
100,60,"x3",29,24,11
100,60,"x4",21,17,0
100,60,"x5",6,0,0
100,60,"x6",18,3,2
100,60,"x7",20,18,16
100,60,"x8",29,27,25
100,60,"x9",28,21,15
100,60,"x10",26,23,16
100,60,"x11",20,0,0
100,60,"x12",24,20,14
100,60,"x13",29,18,17
100,60,"x14",28,27,20
100,61,"x1",23,18,3
100,61,"x2",27,19,8
100,61,"x3",13,11,10
100,61,"x4",25,18,15
100,61,"x5",25,8,7
100,61,"x6",16,11,3
100,61,"x7",26,0,0
100,61,"x8",26,1,0
100,61,"x9",27,26,20
100,61,"x10",27,24,15
100,61,"x11",21,0,0
100,61,"x12",14,10,1
100,61,"x13",1,0,0
100,61,"x14",24,5,2
100,62,"x1",28,23,16
100,62,"x2",29,25,2
100,62,"x3",22,16,6
100,62,"x4",26,24,18
100,62,"x5",24,16,9
100,62,"x6",29,23,20
100,62,"x7",19,17,1
100,62,"x8",1,0,0
100,62,"x9",28,24,23
100,62,"x10",12,8,7
100,62,"x11",25,2,0
100,62,"x12",28,25,1
100,62,"x13",27,25,17
100,62,"x14",28,24,2
100,63,"x1",28,21,19
100,63,"x2",13,7,4
100,63,"x3",27,19,18
100,63,"x4",19,18,4
100,63,"x5",18,12,10
100,63,"x6",25,24,2
100,63,"x7",19,0,0
100,63,"x8",28,1,0
100,63,"x9",22,10,1
100,63,"x10",22,9,6
100,63,"x11",28,26,19
100,63,"x12",29,26,2
100,63,"x13",27,1,0
100,63,"x14",28,26,16
100,64,"x1",29,26,25
100,64,"x2",29,9,5
100,64,"x3",29,27,2
100,64,"x4",0,0,0
100,64,"x5",22,0,0
100,64,"x6",18,10,5
100,64,"x7",27,25,23
100,64,"x8",16,12,3
100,64,"x9",10,1,0
100,64,"x10",23,22,21
100,64,"x11",21,18,3
100,64,"x12",25,21,16
100,64,"x13",21,4,0
100,64,"x14",29,23,19
100,65,"x1",27,23,21
100,65,"x2",29,28,27
100,65,"x3",21,19,12
100,65,"x4",27,0,0
100,65,"x5",27,20,14
100,65,"x6",28,13,3
100,65,"x7",29,3,2
100,65,"x8",27,26,19
100,65,"x9",10,0,0
100,65,"x10",24,9,6
100,65,"x11",27,23,7
100,65,"x12",23,3,1
100,65,"x13",1,0,0
100,65,"x14",28,5,0
100,66,"x1",23,15,4
100,66,"x2",27,25,22
100,66,"x3",17,2,1
100,66,"x4",29,28,18
100,66,"x5",29,27,26
100,66,"x6",23,1,0
100,66,"x7",27,2,0
100,66,"x8",20,1,0
100,66,"x9",21,20,11
100,66,"x10",17,9,7
100,66,"x11",3,0,0
100,66,"x12",24,23,22
100,66,"x13",15,3,1
100,66,"x14",20,13,2
100,67,"x1",2,1,0
100,67,"x2",6,2,0
100,67,"x3",26,13,12
100,67,"x4",21,13,0
100,67,"x5",9,8,3
100,67,"x6",17,0,0
100,67,"x7",22,4,1
100,67,"x8",28,25,18
100,67,"x9",22,15,9
100,67,"x10",24,22,20
100,67,"x11",29,28,23
100,67,"x12",29,0,0
100,67,"x13",27,3,1
100,67,"x14",29,28,5
100,68,"x1",27,25,21
100,68,"x2",12,5,2
100,68,"x3",29,28,19
100,68,"x4",29,28,23
100,68,"x5",21,10,4
100,68,"x6",29,27,26
100,68,"x7",22,16,6
100,68,"x8",25,24,12
100,68,"x9",26,25,22
100,68,"x10",29,28,17
100,68,"x11",23,19,0
100,68,"x12",27,24,20
100,68,"x13",19,15,2
100,68,"x14",2,1,0
100,69,"x1",27,19,17
100,69,"x2",27,11,2
100,69,"x3",12,2,1
100,69,"x4",25,3,0
100,69,"x5",27,20,18
100,69,"x6",28,20,7
100,69,"x7",27,19,5
100,69,"x8",25,1,0
100,69,"x9",21,16,12
100,69,"x10",25,22,15
100,69,"x11",28,26,24
100,69,"x12",28,11,1
100,69,"x13",29,18,3
100,69,"x14",29,28,24
100,70,"x1",23,17,11
100,70,"x2",6,5,2
100,70,"x3",26,16,14
100,70,"x4",28,11,1
100,70,"x5",26,24,6
100,70,"x6",26,25,3
100,70,"x7",25,1,0
100,70,"x8",24,21,1
100,70,"x9",28,24,23
100,70,"x10",27,26,23
100,70,"x11",27,18,10
100,70,"x12",29,1,0
100,70,"x13",27,21,20
100,70,"x14",26,19,17
100,71,"x1",28,18,12
100,71,"x2",28,4,2
100,71,"x3",14,11,2
100,71,"x4",29,26,6
100,71,"x5",3,0,0
100,71,"x6",14,3,0
100,71,"x7",1,0,0
100,71,"x8",28,18,1
100,71,"x9",21,19,12
100,71,"x10",23,16,15
100,71,"x11",23,1,0
100,71,"x12",25,20,18
100,71,"x13",24,3,2
