"size","sim","serie","p1","p2","p3"
100,42,"x7",1,0,0
100,42,"x8",20,19,1
100,42,"x9",26,11,0
100,42,"x10",24,18,4
100,42,"x11",28,13,0
100,42,"x12",0,0,0
100,42,"x13",0,0,0
100,42,"x14",0,0,0
100,43,"x1",28,4,3
100,43,"x2",1,0,0
100,43,"x3",20,2,0
100,43,"x4",7,3,0
100,43,"x5",0,0,0
100,43,"x6",0,0,0
100,43,"x7",2,1,0
100,43,"x8",2,1,0
100,43,"x9",27,25,15
100,43,"x10",29,27,25
100,43,"x11",17,3,0
100,43,"x12",0,0,0
100,43,"x13",0,0,0
100,43,"x14",23,12,0
100,44,"x1",18,5,3
100,44,"x2",2,0,0
100,44,"x3",0,0,0
100,44,"x4",25,0,0
100,44,"x5",1,0,0
100,44,"x6",11,0,0
100,44,"x7",2,1,0
100,44,"x8",2,1,0
100,44,"x9",0,0,0
100,44,"x10",18,4,3
100,44,"x11",0,0,0
100,44,"x12",29,0,0
100,44,"x13",0,0,0
100,44,"x14",2,0,0
100,45,"x1",16,4,3
100,45,"x2",2,1,0
100,45,"x3",0,0,0
100,45,"x4",6,0,0
100,45,"x5",28,9,0
100,45,"x6",8,2,0
100,45,"x7",2,1,0
100,45,"x8",21,1,0
100,45,"x9",16,11,3
100,45,"x10",5,1,0
100,45,"x11",18,17,0
100,45,"x12",0,0,0
100,45,"x13",0,0,0
100,45,"x14",28,24,2
100,46,"x1",29,20,11
100,46,"x2",21,19,2
100,46,"x3",0,0,0
100,46,"x4",25,22,17
100,46,"x5",27,3,1
100,46,"x6",23,22,19
100,46,"x7",2,1,0
100,46,"x8",1,0,0
100,46,"x9",17,11,1
100,46,"x10",23,18,15
100,46,"x11",7,0,0
100,46,"x12",0,0,0
100,46,"x13",0,0,0
100,46,"x14",26,0,0
100,47,"x1",23,4,3
100,47,"x2",1,0,0
100,47,"x3",0,0,0
100,47,"x4",0,0,0
100,47,"x5",6,3,0
100,47,"x6",2,0,0
100,47,"x7",2,1,0
100,47,"x8",19,2,1
100,47,"x9",27,1,0
100,47,"x10",3,2,1
100,47,"x11",0,0,0
100,47,"x12",0,0,0
100,47,"x13",0,0,0
100,47,"x14",26,24,21
100,48,"x1",0,0,0
100,48,"x2",0,0,0
100,48,"x3",3,2,0
100,48,"x4",18,12,0
100,48,"x5",4,3,2
100,48,"x6",13,0,0
100,48,"x7",2,1,0
100,48,"x8",2,1,0
100,48,"x9",27,11,10
100,48,"x10",11,5,4
100,48,"x11",3,0,0
100,48,"x12",0,0,0
100,48,"x13",11,3,2
100,48,"x14",24,10,1
100,49,"x1",18,11,0
100,49,"x2",12,1,0
100,49,"x3",3,0,0
100,49,"x4",16,0,0
100,49,"x5",15,0,0
100,49,"x6",15,2,0
100,49,"x7",2,1,0
100,49,"x8",2,1,0
100,49,"x9",22,11,0
100,49,"x10",11,7,3
100,49,"x11",17,1,0
100,49,"x12",0,0,0
100,49,"x13",27,0,0
100,49,"x14",21,0,0
100,50,"x1",22,20,17
100,50,"x2",0,0,0
100,50,"x3",2,0,0
100,50,"x4",0,0,0
100,50,"x5",26,0,0
100,50,"x6",7,4,0
100,50,"x7",1,0,0
100,50,"x8",1,0,0
100,50,"x9",21,20,11
100,50,"x10",18,11,9
100,50,"x11",11,0,0
100,50,"x12",0,0,0
100,50,"x13",2,1,0
100,50,"x14",24,3,0
100,51,"x1",4,3,1
100,51,"x2",1,0,0
100,51,"x3",0,0,0
100,51,"x4",0,0,0
100,51,"x5",24,0,0
100,51,"x6",0,0,0
100,51,"x7",1,0,0
100,51,"x8",15,14,2
100,51,"x9",11,0,0
100,51,"x10",14,9,8
100,51,"x11",4,0,0
100,51,"x12",0,0,0
100,51,"x13",0,0,0
100,51,"x14",0,0,0
100,52,"x1",10,0,0
100,52,"x2",17,16,1
100,52,"x3",27,26,25
100,52,"x4",25,24,9
100,52,"x5",11,3,1
100,52,"x6",11,0,0
100,52,"x7",1,0,0
100,52,"x8",2,1,0
100,52,"x9",21,11,0
100,52,"x10",23,19,6
100,52,"x11",4,0,0
100,52,"x12",0,0,0
100,52,"x13",0,0,0
100,52,"x14",2,0,0
100,53,"x1",27,13,4
100,53,"x2",1,0,0
100,53,"x3",0,0,0
100,53,"x4",28,15,2
100,53,"x5",28,3,0
100,53,"x6",0,0,0
100,53,"x7",1,0,0
100,53,"x8",21,2,1
100,53,"x9",14,0,0
100,53,"x10",26,22,3
100,53,"x11",23,0,0
100,53,"x12",0,0,0
100,53,"x13",1,0,0
100,53,"x14",2,0,0
100,54,"x1",22,3,1
100,54,"x2",0,0,0
100,54,"x3",0,0,0
100,54,"x4",26,11,0
100,54,"x5",22,5,0
100,54,"x6",2,0,0
100,54,"x7",27,9,6
100,54,"x8",2,1,0
100,54,"x9",11,10,0
100,54,"x10",10,8,2
100,54,"x11",23,11,0
100,54,"x12",0,0,0
100,54,"x13",3,2,1
100,54,"x14",24,2,0
100,55,"x1",19,1,0
100,55,"x2",1,0,0
100,55,"x3",15,14,4
100,55,"x4",0,0,0
100,55,"x5",29,25,12
100,55,"x6",2,0,0
100,55,"x7",28,25,2
100,55,"x8",2,1,0
100,55,"x9",24,22,11
100,55,"x10",22,11,4
100,55,"x11",21,5,0
100,55,"x12",16,15,0
100,55,"x13",1,0,0
100,55,"x14",29,2,0
100,56,"x1",3,0,0
100,56,"x2",0,0,0
100,56,"x3",0,0,0
100,56,"x4",1,0,0
100,56,"x5",26,0,0
100,56,"x6",18,7,4
100,56,"x7",2,1,0
100,56,"x8",2,1,0
100,56,"x9",6,2,0
100,56,"x10",23,3,2
100,56,"x11",11,0,0
100,56,"x12",0,0,0
100,56,"x13",0,0,0
100,56,"x14",27,26,0
100,57,"x1",26,15,3
100,57,"x2",29,0,0
100,57,"x3",4,0,0
100,57,"x4",17,0,0
100,57,"x5",29,5,3
100,57,"x6",9,2,0
100,57,"x7",2,1,0
100,57,"x8",18,2,1
100,57,"x9",5,4,0
100,57,"x10",19,4,3
