"size","sim","serie","p1"
100,100,"x12",13
100,100,"x13",4
100,100,"x14",3
500,1,"x1",5
500,1,"x2",6
500,1,"x3",7
500,1,"x4",5
500,1,"x5",5
500,1,"x6",6
500,1,"x7",3
500,1,"x8",4
500,1,"x9",18
500,1,"x10",24
500,1,"x11",1
500,1,"x12",4
500,1,"x13",5
500,1,"x14",5
500,2,"x1",5
500,2,"x2",6
500,2,"x3",6
500,2,"x4",13
500,2,"x5",6
500,2,"x6",7
500,2,"x7",7
500,2,"x8",4
500,2,"x9",25
500,2,"x10",25
500,2,"x11",2
500,2,"x12",5
500,2,"x13",4
500,2,"x14",3
500,3,"x1",4
500,3,"x2",6
500,3,"x3",8
500,3,"x4",3
500,3,"x5",1
500,3,"x6",4
500,3,"x7",4
500,3,"x8",3
500,3,"x9",24
500,3,"x10",29
500,3,"x11",11
500,3,"x12",3
500,3,"x13",7
500,3,"x14",4
500,4,"x1",4
500,4,"x2",6
500,4,"x3",5
500,4,"x4",4
500,4,"x5",5
500,4,"x6",9
500,4,"x7",2
500,4,"x8",4
500,4,"x9",14
500,4,"x10",27
500,4,"x11",3
500,4,"x12",5
500,4,"x13",4
500,4,"x14",3
500,5,"x1",4
500,5,"x2",6
500,5,"x3",6
500,5,"x4",4
500,5,"x5",4
500,5,"x6",5
500,5,"x7",12
500,5,"x8",4
500,5,"x9",13
500,5,"x10",27
500,5,"x11",2
500,5,"x12",4
500,5,"x13",7
500,5,"x14",5
500,6,"x1",5
500,6,"x2",6
500,6,"x3",5
500,6,"x4",3
500,6,"x5",5
500,6,"x6",6
500,6,"x7",3
500,6,"x8",4
500,6,"x9",14
500,6,"x10",15
500,6,"x11",1
500,6,"x12",4
500,6,"x13",4
500,6,"x14",3
500,7,"x1",5
500,7,"x2",6
500,7,"x3",5
500,7,"x4",4
500,7,"x5",6
500,7,"x6",5
500,7,"x7",3
500,7,"x8",4
500,7,"x9",14
500,7,"x10",24
500,7,"x11",2
500,7,"x12",4
500,7,"x13",5
500,7,"x14",3
500,8,"x1",6
500,8,"x2",8
500,8,"x3",6
500,8,"x4",4
500,8,"x5",15
500,8,"x6",4
500,8,"x7",2
500,8,"x8",8
500,8,"x9",14
500,8,"x10",18
500,8,"x11",1
500,8,"x12",4
500,8,"x13",4
500,8,"x14",4
500,9,"x1",5
500,9,"x2",7
500,9,"x3",8
500,9,"x4",5
500,9,"x5",4
500,9,"x6",6
500,9,"x7",2
500,9,"x8",7
500,9,"x9",24
500,9,"x10",24
500,9,"x11",1
500,9,"x12",4
500,9,"x13",8
500,9,"x14",3
500,10,"x1",5
500,10,"x2",6
500,10,"x3",8
500,10,"x4",9
500,10,"x5",7
500,10,"x6",6
500,10,"x7",4
500,10,"x8",6
500,10,"x9",13
500,10,"x10",28
500,10,"x11",1
500,10,"x12",4
500,10,"x13",11
500,10,"x14",3
500,11,"x1",5
500,11,"x2",11
500,11,"x3",6
500,11,"x4",9
500,11,"x5",5
500,11,"x6",5
500,11,"x7",2
500,11,"x8",4
500,11,"x9",17
500,11,"x10",29
500,11,"x11",1
500,11,"x12",6
500,11,"x13",4
500,11,"x14",3
500,12,"x1",9
500,12,"x2",6
500,12,"x3",12
500,12,"x4",1
500,12,"x5",3
500,12,"x6",4
500,12,"x7",6
500,12,"x8",4
500,12,"x9",29
500,12,"x10",28
500,12,"x11",1
500,12,"x12",5
500,12,"x13",4
500,12,"x14",3
500,13,"x1",9
500,13,"x2",6
500,13,"x3",5
500,13,"x4",3
500,13,"x5",5
500,13,"x6",4
500,13,"x7",5
500,13,"x8",7
500,13,"x9",26
500,13,"x10",26
500,13,"x11",1
500,13,"x12",4
500,13,"x13",5
500,13,"x14",4
500,14,"x1",5
500,14,"x2",6
500,14,"x3",5
500,14,"x4",3
500,14,"x5",5
500,14,"x6",5
500,14,"x7",3
500,14,"x8",5
500,14,"x9",24
500,14,"x10",19
500,14,"x11",2
500,14,"x12",5
500,14,"x13",4
500,14,"x14",3
500,15,"x1",4
500,15,"x2",6
500,15,"x3",5
500,15,"x4",2
500,15,"x5",4
500,15,"x6",6
500,15,"x7",5
500,15,"x8",4
500,15,"x9",27
500,15,"x10",30
500,15,"x11",1
500,15,"x12",3
500,15,"x13",4
500,15,"x14",4
500,16,"x1",5
500,16,"x2",4
500,16,"x3",5
500,16,"x4",2
500,16,"x5",6
500,16,"x6",6
500,16,"x7",2
500,16,"x8",3
500,16,"x9",24
500,16,"x10",24
500,16,"x11",1
500,16,"x12",7
500,16,"x13",4
500,16,"x14",3
500,17,"x1",5
500,17,"x2",8
500,17,"x3",6
500,17,"x4",1
500,17,"x5",4
500,17,"x6",10
500,17,"x7",2
500,17,"x8",5
500,17,"x9",24
500,17,"x10",28
500,17,"x11",2
500,17,"x12",4
500,17,"x13",6
500,17,"x14",5
500,18,"x1",8
500,18,"x2",8
500,18,"x3",8
500,18,"x4",4
500,18,"x5",6
500,18,"x6",3
500,18,"x7",2
500,18,"x8",4
500,18,"x9",16
500,18,"x10",24
500,18,"x11",7
500,18,"x12",7
500,18,"x13",4
500,18,"x14",3
500,19,"x1",15
500,19,"x2",7
500,19,"x3",6
500,19,"x4",1
500,19,"x5",4
500,19,"x6",4
500,19,"x7",3
500,19,"x8",6
500,19,"x9",14
500,19,"x10",27
500,19,"x11",20
500,19,"x12",4
500,19,"x13",4
500,19,"x14",3
500,20,"x1",4
500,20,"x2",6
500,20,"x3",5
500,20,"x4",4
500,20,"x5",19
500,20,"x6",6
500,20,"x7",2
500,20,"x8",7
500,20,"x9",14
500,20,"x10",25
500,20,"x11",1
500,20,"x12",4
500,20,"x13",4
500,20,"x14",3
500,21,"x1",5
500,21,"x2",6
500,21,"x3",21
500,21,"x4",5
500,21,"x5",6
500,21,"x6",4
500,21,"x7",1
500,21,"x8",4
500,21,"x9",14
500,21,"x10",28
500,21,"x11",1
500,21,"x12",3
500,21,"x13",4
500,21,"x14",3
500,22,"x1",21
500,22,"x2",6
500,22,"x3",5
500,22,"x4",5
500,22,"x5",5
500,22,"x6",6
500,22,"x7",3
500,22,"x8",3
500,22,"x9",26
500,22,"x10",29
500,22,"x11",4
500,22,"x12",4
500,22,"x13",4
500,22,"x14",3
500,23,"x1",9
500,23,"x2",7
500,23,"x3",11
500,23,"x4",1
500,23,"x5",6
500,23,"x6",6
500,23,"x7",12
500,23,"x8",3
500,23,"x9",25
500,23,"x10",24
500,23,"x11",1
500,23,"x12",4
500,23,"x13",7
500,23,"x14",6
500,24,"x1",5
500,24,"x2",4
500,24,"x3",6
500,24,"x4",4
500,24,"x5",13
500,24,"x6",4
500,24,"x7",2
500,24,"x8",3
500,24,"x9",14
500,24,"x10",24
500,24,"x11",1
500,24,"x12",17
500,24,"x13",4
500,24,"x14",3
500,25,"x1",5
500,25,"x2",5
500,25,"x3",6
500,25,"x4",4
500,25,"x5",7
500,25,"x6",6
500,25,"x7",4
500,25,"x8",7
500,25,"x9",23
500,25,"x10",29
500,25,"x11",1
500,25,"x12",4
500,25,"x13",4
500,25,"x14",3
500,26,"x1",6
500,26,"x2",9
500,26,"x3",4
500,26,"x4",1
500,26,"x5",5
500,26,"x6",5
500,26,"x7",2
500,26,"x8",3
500,26,"x9",25
500,26,"x10",29
500,26,"x11",1
500,26,"x12",4
500,26,"x13",8
500,26,"x14",7
500,27,"x1",5
500,27,"x2",7
500,27,"x3",4
500,27,"x4",3
500,27,"x5",17
500,27,"x6",8
500,27,"x7",2
500,27,"x8",4
500,27,"x9",24
500,27,"x10",24
500,27,"x11",1
500,27,"x12",4
500,27,"x13",4
500,27,"x14",3
500,28,"x1",6
500,28,"x2",6
500,28,"x3",9
500,28,"x4",3
500,28,"x5",5
500,28,"x6",5
500,28,"x7",2
500,28,"x8",5
500,28,"x9",24
500,28,"x10",19
500,28,"x11",1
500,28,"x12",8
500,28,"x13",4
500,28,"x14",3
500,29,"x1",5
500,29,"x2",5
500,29,"x3",7
500,29,"x4",10
500,29,"x5",7
500,29,"x6",5
500,29,"x7",11
500,29,"x8",3
500,29,"x9",13
500,29,"x10",24
500,29,"x11",5
500,29,"x12",5
500,29,"x13",4
500,29,"x14",3
500,30,"x1",8
500,30,"x2",8
500,30,"x3",6
500,30,"x4",4
500,30,"x5",7
500,30,"x6",7
500,30,"x7",2
500,30,"x8",4
500,30,"x9",13
500,30,"x10",29
500,30,"x11",5
500,30,"x12",6
500,30,"x13",4
500,30,"x14",12
500,31,"x1",5
500,31,"x2",7
500,31,"x3",5
500,31,"x4",7
500,31,"x5",5
500,31,"x6",9
500,31,"x7",2
500,31,"x8",4
500,31,"x9",24
500,31,"x10",26
500,31,"x11",2
500,31,"x12",4
500,31,"x13",4
500,31,"x14",3
500,32,"x1",5
500,32,"x2",6
500,32,"x3",5
500,32,"x4",1
500,32,"x5",5
500,32,"x6",5
500,32,"x7",2
500,32,"x8",3
500,32,"x9",13
500,32,"x10",30
500,32,"x11",2
500,32,"x12",4
500,32,"x13",4
500,32,"x14",3
500,33,"x1",5
500,33,"x2",6
500,33,"x3",13
500,33,"x4",12
500,33,"x5",15
500,33,"x6",4
500,33,"x7",1
500,33,"x8",8
500,33,"x9",26
500,33,"x10",27
500,33,"x11",1
500,33,"x12",4
500,33,"x13",4
500,33,"x14",3
500,34,"x1",4
500,34,"x2",8
500,34,"x3",5
500,34,"x4",3
500,34,"x5",1
500,34,"x6",25
500,34,"x7",2
500,34,"x8",4
500,34,"x9",25
500,34,"x10",26
500,34,"x11",4
500,34,"x12",16
500,34,"x13",9
500,34,"x14",3
500,35,"x1",5
500,35,"x2",7
500,35,"x3",6
500,35,"x4",1
500,35,"x5",5
500,35,"x6",16
500,35,"x7",4
500,35,"x8",4
500,35,"x9",29
500,35,"x10",24
500,35,"x11",1
500,35,"x12",4
500,35,"x13",4
500,35,"x14",3
500,36,"x1",5
500,36,"x2",10
500,36,"x3",7
500,36,"x4",2
500,36,"x5",4
500,36,"x6",4
500,36,"x7",5
500,36,"x8",4
500,36,"x9",25
500,36,"x10",24
500,36,"x11",1
500,36,"x12",3
500,36,"x13",4
500,36,"x14",6
500,37,"x1",5
500,37,"x2",6
500,37,"x3",6
500,37,"x4",4
500,37,"x5",8
500,37,"x6",5
500,37,"x7",3
500,37,"x8",4
500,37,"x9",14
500,37,"x10",26
500,37,"x11",5
500,37,"x12",6
500,37,"x13",4
500,37,"x14",3
500,38,"x1",5
500,38,"x2",4
500,38,"x3",17
500,38,"x4",2
500,38,"x5",5
500,38,"x6",5
500,38,"x7",4
500,38,"x8",3
500,38,"x9",14
500,38,"x10",24
500,38,"x11",2
500,38,"x12",4
500,38,"x13",8
500,38,"x14",3
500,39,"x1",5
500,39,"x2",11
500,39,"x3",5
500,39,"x4",4
500,39,"x5",6
500,39,"x6",4
500,39,"x7",2
500,39,"x8",4
500,39,"x9",13
500,39,"x10",28
500,39,"x11",1
500,39,"x12",4
500,39,"x13",5
500,39,"x14",3
500,40,"x1",6
500,40,"x2",14
500,40,"x3",5
500,40,"x4",12
500,40,"x5",5
500,40,"x6",12
500,40,"x7",2
500,40,"x8",4
500,40,"x9",13
500,40,"x10",30
500,40,"x11",1
500,40,"x12",10
500,40,"x13",4
500,40,"x14",3
500,41,"x1",7
500,41,"x2",6
500,41,"x3",12
500,41,"x4",2
500,41,"x5",5
500,41,"x6",4
500,41,"x7",5
500,41,"x8",3
500,41,"x9",13
500,41,"x10",26
500,41,"x11",8
500,41,"x12",4
500,41,"x13",7
500,41,"x14",4
500,42,"x1",5
500,42,"x2",6
500,42,"x3",8
500,42,"x4",1
500,42,"x5",8
500,42,"x6",4
500,42,"x7",2
500,42,"x8",4
500,42,"x9",25
500,42,"x10",26
500,42,"x11",1
500,42,"x12",4
500,42,"x13",11
500,42,"x14",3
500,43,"x1",5
500,43,"x2",7
500,43,"x3",13
500,43,"x4",3
500,43,"x5",7
500,43,"x6",3
500,43,"x7",8
500,43,"x8",4
500,43,"x9",26
500,43,"x10",28
500,43,"x11",1
500,43,"x12",6
500,43,"x13",11
500,43,"x14",8
500,44,"x1",5
500,44,"x2",12
500,44,"x3",4
500,44,"x4",4
500,44,"x5",1
500,44,"x6",4
500,44,"x7",4
500,44,"x8",4
500,44,"x9",27
500,44,"x10",27
500,44,"x11",1
500,44,"x12",10
500,44,"x13",4
500,44,"x14",3
500,45,"x1",7
500,45,"x2",11
500,45,"x3",6
500,45,"x4",2
500,45,"x5",7
500,45,"x6",4
500,45,"x7",3
500,45,"x8",4
500,45,"x9",25
500,45,"x10",27
500,45,"x11",3
500,45,"x12",5
500,45,"x13",4
500,45,"x14",3
500,46,"x1",6
500,46,"x2",6
500,46,"x3",4
500,46,"x4",1
500,46,"x5",5
500,46,"x6",4
500,46,"x7",2
500,46,"x8",3
500,46,"x9",13
500,46,"x10",24
500,46,"x11",7
500,46,"x12",3
500,46,"x13",4
500,46,"x14",3
500,47,"x1",5
500,47,"x2",6
500,47,"x3",6
500,47,"x4",1
500,47,"x5",5
500,47,"x6",4
500,47,"x7",2
500,47,"x8",4
500,47,"x9",13
500,47,"x10",26
500,47,"x11",1
500,47,"x12",4
500,47,"x13",4
500,47,"x14",3
500,48,"x1",5
500,48,"x2",6
500,48,"x3",5
500,48,"x4",4
500,48,"x5",5
500,48,"x6",4
500,48,"x7",2
500,48,"x8",6
500,48,"x9",26
500,48,"x10",26
500,48,"x11",1
500,48,"x12",5
500,48,"x13",5
500,48,"x14",4
500,49,"x1",5
500,49,"x2",8
500,49,"x3",6
500,49,"x4",14
500,49,"x5",7
500,49,"x6",4
500,49,"x7",2
500,49,"x8",7
500,49,"x9",13
500,49,"x10",25
500,49,"x11",11
500,49,"x12",11
500,49,"x13",4
500,49,"x14",8
500,50,"x1",6
500,50,"x2",6
500,50,"x3",8
500,50,"x4",1
500,50,"x5",6
500,50,"x6",6
500,50,"x7",2
500,50,"x8",4
500,50,"x9",14
500,50,"x10",24
500,50,"x11",3
500,50,"x12",2
500,50,"x13",4
500,50,"x14",3
500,51,"x1",4
500,51,"x2",6
500,51,"x3",7
500,51,"x4",5
500,51,"x5",4
500,51,"x6",4
500,51,"x7",3
500,51,"x8",5
500,51,"x9",25
500,51,"x10",29
500,51,"x11",3
500,51,"x12",4
500,51,"x13",4
500,51,"x14",3
500,52,"x1",7
500,52,"x2",4
500,52,"x3",4
500,52,"x4",2
500,52,"x5",5
500,52,"x6",4
500,52,"x7",16
500,52,"x8",4
500,52,"x9",26
500,52,"x10",26
500,52,"x11",12
500,52,"x12",7
500,52,"x13",8
500,52,"x14",7
500,53,"x1",6
500,53,"x2",6
500,53,"x3",8
500,53,"x4",3
500,53,"x5",3
500,53,"x6",4
500,53,"x7",3
500,53,"x8",4
500,53,"x9",12
500,53,"x10",17
500,53,"x11",1
500,53,"x12",4
500,53,"x13",10
500,53,"x14",3
500,54,"x1",6
500,54,"x2",8
500,54,"x3",4
500,54,"x4",4
500,54,"x5",4
500,54,"x6",8
500,54,"x7",2
500,54,"x8",4
500,54,"x9",25
500,54,"x10",30
500,54,"x11",1
500,54,"x12",4
500,54,"x13",5
500,54,"x14",3
500,55,"x1",6
500,55,"x2",6
500,55,"x3",6
500,55,"x4",2
500,55,"x5",5
500,55,"x6",8
500,55,"x7",2
500,55,"x8",4
500,55,"x9",26
500,55,"x10",17
500,55,"x11",1
500,55,"x12",8
500,55,"x13",4
500,55,"x14",3
500,56,"x1",5
500,56,"x2",9
500,56,"x3",5
500,56,"x4",4
500,56,"x5",6
500,56,"x6",4
500,56,"x7",3
500,56,"x8",7
500,56,"x9",14
500,56,"x10",24
500,56,"x11",4
500,56,"x12",5
500,56,"x13",4
500,56,"x14",3
500,57,"x1",5
500,57,"x2",8
500,57,"x3",10
500,57,"x4",1
500,57,"x5",5
500,57,"x6",5
500,57,"x7",2
500,57,"x8",6
500,57,"x9",25
500,57,"x10",29
500,57,"x11",2
500,57,"x12",12
500,57,"x13",8
500,57,"x14",5
500,58,"x1",5
500,58,"x2",6
500,58,"x3",9
500,58,"x4",5
500,58,"x5",6
500,58,"x6",4
500,58,"x7",2
500,58,"x8",4
500,58,"x9",13
500,58,"x10",24
500,58,"x11",2
500,58,"x12",5
500,58,"x13",4
500,58,"x14",3
500,59,"x1",5
500,59,"x2",8
500,59,"x3",4
500,59,"x4",1
500,59,"x5",4
500,59,"x6",4
500,59,"x7",2
500,59,"x8",5
500,59,"x9",25
500,59,"x10",26
500,59,"x11",1
500,59,"x12",3
500,59,"x13",5
500,59,"x14",4
500,60,"x1",4
500,60,"x2",6
500,60,"x3",4
500,60,"x4",2
500,60,"x5",6
500,60,"x6",4
500,60,"x7",2
500,60,"x8",4
500,60,"x9",25
500,60,"x10",28
500,60,"x11",1
500,60,"x12",3
500,60,"x13",7
500,60,"x14",6
500,61,"x1",5
500,61,"x2",6
500,61,"x3",6
500,61,"x4",4
500,61,"x5",13
500,61,"x6",4
500,61,"x7",8
500,61,"x8",3
500,61,"x9",29
500,61,"x10",29
500,61,"x11",1
500,61,"x12",6
500,61,"x13",6
500,61,"x14",5
500,62,"x1",5
500,62,"x2",6
500,62,"x3",6
500,62,"x4",4
500,62,"x5",1
500,62,"x6",6
500,62,"x7",4
500,62,"x8",3
500,62,"x9",13
500,62,"x10",18
500,62,"x11",1
500,62,"x12",5
500,62,"x13",4
500,62,"x14",3
500,63,"x1",5
500,63,"x2",6
500,63,"x3",5
500,63,"x4",7
500,63,"x5",5
500,63,"x6",6
500,63,"x7",2
500,63,"x8",3
500,63,"x9",28
500,63,"x10",28
500,63,"x11",1
500,63,"x12",6
500,63,"x13",4
500,63,"x14",3
500,64,"x1",14
500,64,"x2",6
500,64,"x3",8
500,64,"x4",6
500,64,"x5",4
500,64,"x6",5
500,64,"x7",2
500,64,"x8",12
500,64,"x9",14
500,64,"x10",30
500,64,"x11",1
500,64,"x12",4
500,64,"x13",4
500,64,"x14",3
500,65,"x1",4
500,65,"x2",26
500,65,"x3",5
500,65,"x4",13
500,65,"x5",3
500,65,"x6",4
500,65,"x7",2
500,65,"x8",4
500,65,"x9",25
500,65,"x10",25
500,65,"x11",1
500,65,"x12",4
500,65,"x13",4
500,65,"x14",3
500,66,"x1",5
500,66,"x2",16
500,66,"x3",5
500,66,"x4",4
500,66,"x5",1
500,66,"x6",6
500,66,"x7",2
500,66,"x8",4
500,66,"x9",26
500,66,"x10",27
500,66,"x11",3
500,66,"x12",6
500,66,"x13",8
500,66,"x14",7
500,67,"x1",4
500,67,"x2",7
500,67,"x3",4
500,67,"x4",5
500,67,"x5",4
500,67,"x6",6
500,67,"x7",3
500,67,"x8",4
500,67,"x9",13
500,67,"x10",30
500,67,"x11",2
500,67,"x12",3
500,67,"x13",5
500,67,"x14",4
500,68,"x1",5
500,68,"x2",6
500,68,"x3",4
500,68,"x4",2
500,68,"x5",6
500,68,"x6",4
500,68,"x7",3
500,68,"x8",4
500,68,"x9",14
500,68,"x10",30
500,68,"x11",1
500,68,"x12",9
500,68,"x13",9
500,68,"x14",8
500,69,"x1",9
500,69,"x2",8
500,69,"x3",4
500,69,"x4",4
500,69,"x5",7
500,69,"x6",5
500,69,"x7",3
500,69,"x8",5
500,69,"x9",14
500,69,"x10",16
500,69,"x11",1
500,69,"x12",3
500,69,"x13",6
500,69,"x14",5
500,70,"x1",5
500,70,"x2",9
500,70,"x3",8
500,70,"x4",3
500,70,"x5",3
500,70,"x6",6
500,70,"x7",3
500,70,"x8",4
500,70,"x9",16
500,70,"x10",27
500,70,"x11",12
500,70,"x12",7
500,70,"x13",4
500,70,"x14",3
500,71,"x1",5
500,71,"x2",7
500,71,"x3",6
500,71,"x4",4
500,71,"x5",12
500,71,"x6",6
500,71,"x7",2
500,71,"x8",4
500,71,"x9",15
500,71,"x10",24
500,71,"x11",1
500,71,"x12",6
500,71,"x13",5
500,71,"x14",3
500,72,"x1",5
500,72,"x2",6
500,72,"x3",6
500,72,"x4",4
500,72,"x5",5
500,72,"x6",4
500,72,"x7",4
500,72,"x8",7
500,72,"x9",14
500,72,"x10",24
500,72,"x11",2
500,72,"x12",3
500,72,"x13",6
500,72,"x14",5
500,73,"x1",9
500,73,"x2",6
500,73,"x3",7
500,73,"x4",5
500,73,"x5",5
500,73,"x6",6
500,73,"x7",10
500,73,"x8",5
500,73,"x9",14
500,73,"x10",28
500,73,"x11",1
500,73,"x12",3
500,73,"x13",5
500,73,"x14",4
500,74,"x1",5
500,74,"x2",6
500,74,"x3",5
500,74,"x4",4
500,74,"x5",4
500,74,"x6",6
500,74,"x7",2
500,74,"x8",7
500,74,"x9",14
500,74,"x10",24
500,74,"x11",1
500,74,"x12",6
500,74,"x13",8
500,74,"x14",5
500,75,"x1",4
500,75,"x2",6
500,75,"x3",5
500,75,"x4",6
500,75,"x5",5
500,75,"x6",5
500,75,"x7",2
500,75,"x8",7
500,75,"x9",13
500,75,"x10",19
500,75,"x11",1
500,75,"x12",5
500,75,"x13",5
500,75,"x14",3
500,76,"x1",5
500,76,"x2",14
500,76,"x3",5
500,76,"x4",10
500,76,"x5",4
500,76,"x6",4
500,76,"x7",1
500,76,"x8",3
500,76,"x9",25
500,76,"x10",24
500,76,"x11",1
500,76,"x12",6
500,76,"x13",4
500,76,"x14",4
500,77,"x1",4
500,77,"x2",6
500,77,"x3",5
500,77,"x4",4
500,77,"x5",6
500,77,"x6",4
500,77,"x7",3
500,77,"x8",4
500,77,"x9",25
500,77,"x10",29
500,77,"x11",1
500,77,"x12",4
500,77,"x13",4
500,77,"x14",4
500,78,"x1",5
500,78,"x2",5
500,78,"x3",6
500,78,"x4",1
500,78,"x5",4
500,78,"x6",5
500,78,"x7",2
500,78,"x8",8
500,78,"x9",26
500,78,"x10",26
500,78,"x11",1
500,78,"x12",4
500,78,"x13",4
500,78,"x14",3
500,79,"x1",4
500,79,"x2",7
500,79,"x3",4
500,79,"x4",3
500,79,"x5",4
500,79,"x6",4
500,79,"x7",2
500,79,"x8",5
500,79,"x9",13
500,79,"x10",20
500,79,"x11",6
500,79,"x12",8
500,79,"x13",4
500,79,"x14",3
500,80,"x1",18
500,80,"x2",8
500,80,"x3",4
500,80,"x4",1
500,80,"x5",4
500,80,"x6",7
500,80,"x7",6
500,80,"x8",4
500,80,"x9",24
500,80,"x10",26
500,80,"x11",5
500,80,"x12",11
500,80,"x13",4
500,80,"x14",3
500,81,"x1",4
500,81,"x2",8
500,81,"x3",7
500,81,"x4",3
500,81,"x5",5
500,81,"x6",5
500,81,"x7",2
500,81,"x8",4
500,81,"x9",24
500,81,"x10",25
500,81,"x11",1
500,81,"x12",4
500,81,"x13",6
500,81,"x14",5
500,82,"x1",7
500,82,"x2",7
500,82,"x3",5
500,82,"x4",4
500,82,"x5",9
500,82,"x6",5
500,82,"x7",4
500,82,"x8",4
500,82,"x9",14
500,82,"x10",28
500,82,"x11",1
500,82,"x12",4
500,82,"x13",4
500,82,"x14",3
500,83,"x1",5
500,83,"x2",6
500,83,"x3",5
500,83,"x4",4
500,83,"x5",5
500,83,"x6",5
500,83,"x7",2
500,83,"x8",9
500,83,"x9",14
500,83,"x10",24
500,83,"x11",1
500,83,"x12",4
500,83,"x13",5
500,83,"x14",4
500,84,"x1",7
500,84,"x2",5
500,84,"x3",4
500,84,"x4",4
500,84,"x5",5
500,84,"x6",8
500,84,"x7",4
500,84,"x8",7
500,84,"x9",13
500,84,"x10",29
500,84,"x11",9
500,84,"x12",4
500,84,"x13",4
500,84,"x14",8
500,85,"x1",7
500,85,"x2",6
500,85,"x3",8
500,85,"x4",1
500,85,"x5",8
500,85,"x6",6
500,85,"x7",2
500,85,"x8",4
500,85,"x9",14
500,85,"x10",24
500,85,"x11",8
500,85,"x12",5
500,85,"x13",4
500,85,"x14",3
500,86,"x1",12
500,86,"x2",7
500,86,"x3",6
500,86,"x4",2
500,86,"x5",4
500,86,"x6",5
500,86,"x7",2
500,86,"x8",6
500,86,"x9",13
500,86,"x10",24
500,86,"x11",1
500,86,"x12",5
500,86,"x13",4
500,86,"x14",4
500,87,"x1",5
500,87,"x2",7
500,87,"x3",5
500,87,"x4",1
500,87,"x5",4
500,87,"x6",5
500,87,"x7",2
500,87,"x8",5
500,87,"x9",14
500,87,"x10",26
500,87,"x11",6
500,87,"x12",4
500,87,"x13",4
500,87,"x14",3
500,88,"x1",5
500,88,"x2",9
500,88,"x3",6
500,88,"x4",2
500,88,"x5",4
500,88,"x6",6
500,88,"x7",2
500,88,"x8",14
500,88,"x9",15
500,88,"x10",24
500,88,"x11",1
500,88,"x12",6
500,88,"x13",7
500,88,"x14",6
500,89,"x1",5
500,89,"x2",11
500,89,"x3",5
500,89,"x4",4
500,89,"x5",5
500,89,"x6",5
500,89,"x7",2
500,89,"x8",6
500,89,"x9",25
500,89,"x10",28
500,89,"x11",1
500,89,"x12",6
500,89,"x13",7
500,89,"x14",6
500,90,"x1",6
500,90,"x2",6
500,90,"x3",4
500,90,"x4",1
500,90,"x5",1
500,90,"x6",7
500,90,"x7",5
500,90,"x8",4
500,90,"x9",13
500,90,"x10",24
500,90,"x11",1
500,90,"x12",4
500,90,"x13",5
500,90,"x14",4
500,91,"x1",6
500,91,"x2",8
500,91,"x3",6
500,91,"x4",3
500,91,"x5",7
500,91,"x6",5
500,91,"x7",2
500,91,"x8",10
500,91,"x9",16
500,91,"x10",30
500,91,"x11",1
500,91,"x12",6
500,91,"x13",4
500,91,"x14",3
500,92,"x1",5
500,92,"x2",8
500,92,"x3",5
500,92,"x4",4
500,92,"x5",6
500,92,"x6",10
500,92,"x7",6
500,92,"x8",4
500,92,"x9",13
500,92,"x10",19
500,92,"x11",1
500,92,"x12",4
500,92,"x13",5
500,92,"x14",3
500,93,"x1",5
500,93,"x2",7
500,93,"x3",13
500,93,"x4",5
500,93,"x5",6
500,93,"x6",5
500,93,"x7",2
500,93,"x8",4
500,93,"x9",13
500,93,"x10",29
500,93,"x11",1
500,93,"x12",8
500,93,"x13",5
500,93,"x14",3
500,94,"x1",5
500,94,"x2",7
500,94,"x3",6
500,94,"x4",3
500,94,"x5",6
500,94,"x6",6
500,94,"x7",2
500,94,"x8",5
500,94,"x9",24
500,94,"x10",30
500,94,"x11",1
500,94,"x12",3
500,94,"x13",4
500,94,"x14",3
500,95,"x1",4
500,95,"x2",10
500,95,"x3",8
500,95,"x4",4
500,95,"x5",5
500,95,"x6",6
500,95,"x7",2
500,95,"x8",5
500,95,"x9",14
500,95,"x10",28
500,95,"x11",24
500,95,"x12",4
500,95,"x13",4
500,95,"x14",3
500,96,"x1",5
500,96,"x2",6
500,96,"x3",5
500,96,"x4",1
500,96,"x5",4
500,96,"x6",4
500,96,"x7",3
500,96,"x8",5
500,96,"x9",27
500,96,"x10",25
500,96,"x11",3
500,96,"x12",5
500,96,"x13",5
500,96,"x14",3
500,97,"x1",6
500,97,"x2",6
500,97,"x3",4
500,97,"x4",1
500,97,"x5",4
500,97,"x6",16
500,97,"x7",4
500,97,"x8",4
500,97,"x9",14
500,97,"x10",26
500,97,"x11",1
500,97,"x12",4
500,97,"x13",5
500,97,"x14",3
500,98,"x1",17
500,98,"x2",9
500,98,"x3",11
500,98,"x4",1
500,98,"x5",5
500,98,"x6",4
500,98,"x7",2
500,98,"x8",3
500,98,"x9",13
500,98,"x10",24
500,98,"x11",1
500,98,"x12",5
500,98,"x13",7
500,98,"x14",6
500,99,"x1",17
500,99,"x2",6
500,99,"x3",7
500,99,"x4",4
500,99,"x5",13
500,99,"x6",5
500,99,"x7",2
500,99,"x8",4
500,99,"x9",13
500,99,"x10",24
500,99,"x11",1
500,99,"x12",4
500,99,"x13",4
500,99,"x14",3
500,100,"x1",4
500,100,"x2",5
500,100,"x3",6
500,100,"x4",3
500,100,"x5",4
500,100,"x6",4
500,100,"x7",2
500,100,"x8",4
500,100,"x9",13
